DateId,PK_Date,Date_Name,Year,Year_Name,Half_Year,Half_Year_Name,Quarter,Quarter_Name,Month,Month_Name,Day_Of_Year,Day_Of_Year_Name,Day_Of_Half_Year,Day_Of_Half_Year_Name,Day_Of_Quarter,Day_Of_Quarter_Name,Day_Of_Month,Day_Of_Month_Name,Month_Of_Year,Month_Of_Year_Name,Month_Of_Half_Year,Month_Of_Half_Year_Name,Month_Of_Quarter,Month_Of_Quarter_Name,Quarter_Of_Year,Quarter_Of_Year_Name,Quarter_Of_Half_Year,Quarter_Of_Half_Year_Name,Half_Year_Of_Year,Half_Year_Of_Year_Name
18,2006-01-18,Wednesday -  January 18 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,01-01-2006 00:00,Jan-06,18,Day 18,18,Day 18,18,Day 18,18,Day 18,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
19,2006-01-19,Thursday -  January 19 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,01-01-2006 00:00,Jan-06,19,Day 19,19,Day 19,19,Day 19,19,Day 19,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
20,2006-01-20,Friday -  January 20 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,01-01-2006 00:00,Jan-06,20,Day 20,20,Day 20,20,Day 20,20,Day 20,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
21,2006-01-21,Saturday -  January 21 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,01-01-2006 00:00,Jan-06,21,Day 21,21,Day 21,21,Day 21,21,Day 21,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
22,2006-01-22,Sunday -  January 22 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,01-01-2006 00:00,Jan-06,22,Day 22,22,Day 22,22,Day 22,22,Day 22,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
23,2006-01-23,Monday -  January 23 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,01-01-2006 00:00,Jan-06,23,Day 23,23,Day 23,23,Day 23,23,Day 23,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
24,2006-01-24,Tuesday -  January 24 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,01-01-2006 00:00,Jan-06,24,Day 24,24,Day 24,24,Day 24,24,Day 24,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
25,2006-01-25,Wednesday -  January 25 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,01-01-2006 00:00,Jan-06,25,Day 25,25,Day 25,25,Day 25,25,Day 25,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
26,2006-01-26,Thursday -  January 26 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,01-01-2006 00:00,Jan-06,26,Day 26,26,Day 26,26,Day 26,26,Day 26,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
27,2006-01-27,Friday -  January 27 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,01-01-2006 00:00,Jan-06,27,Day 27,27,Day 27,27,Day 27,27,Day 27,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
28,2006-01-28,Saturday -  January 28 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,01-01-2006 00:00,Jan-06,28,Day 28,28,Day 28,28,Day 28,28,Day 28,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
29,2006-01-29,Sunday -  January 29 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,01-01-2006 00:00,Jan-06,29,Day 29,29,Day 29,29,Day 29,29,Day 29,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
30,2006-01-30,Monday -  January 30 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,01-01-2006 00:00,Jan-06,30,Day 30,30,Day 30,30,Day 30,30,Day 30,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
31,2006-01-31,Tuesday -  January 31 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,01-01-2006 00:00,Jan-06,31,Day 31,31,Day 31,31,Day 31,31,Day 31,1,Month 1,1,Month 1,1,Month 1,1,Quarter 1,1,Quarter 1,1,Semester 1
32,2006-02-01,Wednesday -  February 01 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,32,Day 32,32,Day 32,32,Day 32,1,Day 1,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
33,2006-02-02,Thursday -  February 02 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,33,Day 33,33,Day 33,33,Day 33,2,Day 2,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
34,2006-02-03,Friday -  February 03 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,34,Day 34,34,Day 34,34,Day 34,3,Day 3,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
35,2006-02-04,Saturday -  February 04 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,35,Day 35,35,Day 35,35,Day 35,4,Day 4,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
36,2006-02-05,Sunday -  February 05 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,36,Day 36,36,Day 36,36,Day 36,5,Day 5,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
37,2006-02-06,Monday -  February 06 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,37,Day 37,37,Day 37,37,Day 37,6,Day 6,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
38,2006-02-07,Tuesday -  February 07 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,38,Day 38,38,Day 38,38,Day 38,7,Day 7,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
39,2006-02-08,Wednesday -  February 08 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,39,Day 39,39,Day 39,39,Day 39,8,Day 8,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
40,2006-02-09,Thursday -  February 09 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,40,Day 40,40,Day 40,40,Day 40,9,Day 9,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
41,2006-02-10,Friday -  February 10 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,41,Day 41,41,Day 41,41,Day 41,10,Day 10,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
42,2006-02-11,Saturday -  February 11 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,42,Day 42,42,Day 42,42,Day 42,11,Day 11,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
43,2006-02-12,Sunday -  February 12 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,43,Day 43,43,Day 43,43,Day 43,12,Day 12,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
44,2006-02-13,Monday -  February 13 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,44,Day 44,44,Day 44,44,Day 44,13,Day 13,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
45,2006-02-14,Tuesday -  February 14 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,45,Day 45,45,Day 45,45,Day 45,14,Day 14,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
46,2006-02-15,Wednesday -  February 15 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,46,Day 46,46,Day 46,46,Day 46,15,Day 15,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
47,2006-02-16,Thursday -  February 16 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,47,Day 47,47,Day 47,47,Day 47,16,Day 16,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
48,2006-02-17,Friday -  February 17 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,48,Day 48,48,Day 48,48,Day 48,17,Day 17,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
49,2006-02-18,Saturday -  February 18 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,49,Day 49,49,Day 49,49,Day 49,18,Day 18,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
50,2006-02-19,Sunday -  February 19 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,50,Day 50,50,Day 50,50,Day 50,19,Day 19,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
51,2006-02-20,Monday -  February 20 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,51,Day 51,51,Day 51,51,Day 51,20,Day 20,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
52,2006-02-21,Tuesday -  February 21 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,52,Day 52,52,Day 52,52,Day 52,21,Day 21,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
53,2006-02-22,Wednesday -  February 22 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,53,Day 53,53,Day 53,53,Day 53,22,Day 22,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
54,2006-02-23,Thursday -  February 23 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,54,Day 54,54,Day 54,54,Day 54,23,Day 23,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
55,2006-02-24,Friday -  February 24 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,55,Day 55,55,Day 55,55,Day 55,24,Day 24,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
56,2006-02-25,Saturday -  February 25 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,56,Day 56,56,Day 56,56,Day 56,25,Day 25,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
57,2006-02-26,Sunday -  February 26 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,57,Day 57,57,Day 57,57,Day 57,26,Day 26,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
58,2006-02-27,Monday -  February 27 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,58,Day 58,58,Day 58,58,Day 58,27,Day 27,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
59,2006-02-28,Tuesday -  February 28 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,02-01-2006 00:00,Feb-06,59,Day 59,59,Day 59,59,Day 59,28,Day 28,2,Month 2,2,Month 2,2,Month 2,1,Quarter 1,1,Quarter 1,1,Semester 1
60,2006-03-01,Wednesday -  March 01 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,60,Day 60,60,Day 60,60,Day 60,1,Day 1,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
61,2006-03-02,Thursday -  March 02 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,61,Day 61,61,Day 61,61,Day 61,2,Day 2,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
62,2006-03-03,Friday -  March 03 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,62,Day 62,62,Day 62,62,Day 62,3,Day 3,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
63,2006-03-04,Saturday -  March 04 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,63,Day 63,63,Day 63,63,Day 63,4,Day 4,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
64,2006-03-05,Sunday -  March 05 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,64,Day 64,64,Day 64,64,Day 64,5,Day 5,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
65,2006-03-06,Monday -  March 06 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,65,Day 65,65,Day 65,65,Day 65,6,Day 6,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
66,2006-03-07,Tuesday -  March 07 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,66,Day 66,66,Day 66,66,Day 66,7,Day 7,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
67,2006-03-08,Wednesday -  March 08 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,67,Day 67,67,Day 67,67,Day 67,8,Day 8,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
68,2006-03-09,Thursday -  March 09 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,68,Day 68,68,Day 68,68,Day 68,9,Day 9,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
69,2006-03-10,Friday -  March 10 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,69,Day 69,69,Day 69,69,Day 69,10,Day 10,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
70,2006-03-11,Saturday -  March 11 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,70,Day 70,70,Day 70,70,Day 70,11,Day 11,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
71,2006-03-12,Sunday -  March 12 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,71,Day 71,71,Day 71,71,Day 71,12,Day 12,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
72,2006-03-13,Monday -  March 13 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,72,Day 72,72,Day 72,72,Day 72,13,Day 13,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
73,2006-03-14,Tuesday -  March 14 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,73,Day 73,73,Day 73,73,Day 73,14,Day 14,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
74,2006-03-15,Wednesday -  March 15 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,74,Day 74,74,Day 74,74,Day 74,15,Day 15,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
75,2006-03-16,Thursday -  March 16 2006,01-01-2006 00:00,Calendar 2006,01-01-2006 00:00,Semester 1 -  2006,01-01-2006 00:00,Quarter 1 -  2006,03-01-2006 00:00,Mar-06,75,Day 75,75,Day 75,75,Day 75,16,Day 16,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
